address,size,rent,personer,dagar,time,url
Professorsslingan 10 / 1213,25,5 275,12,637,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=31427666426767567754424e747868576868744567765268416c72542f4a6a69
Professorsslingan 51 / 1001,48,10 881,8,433,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=65354b7241527158574c5a6c3046333842375342615976476374514f4554384d
Röntgenvägen 1 / 1511,42,5 473,10,477,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6d48654e376737426b31574f726e6e4a2b617a705a53492b7346565449397269
Emmylundsvägen 5 / 1212,36,6 802,11,1192,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=345733464f666158334f494f4f395454764d346e695674657648686b33365538
Gustav III:s Boulevard 4 / 1601,26,5 720,10,972,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=316e675241472f6444514453485a676d773261654966616961754a4357586e71
Forskarbacken 17 / 1104,18,3 720,16,422,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2b4f2b6d6b4276495946444e76566159694b4c37363664724e52586c6d764248
Forskarbacken 19 / 1106,18,3 714,18,433,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=494d534c6e5a4143686a317158635a55467576737364326c56795641434b3072
Studentbacken 25 / 1615,17,4 154,9,115,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=54676568454d714a547965714c706a69396653634d6242484f6a3846336b4f58
Körsbärsvägen 4 A / 1317,20,4 239,13,427,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=33694d3252476531665a35343433456e2b4752544d6943564772474662623563
Professorsslingan 10 / 1309,24,5 550,12,617,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=635a727330417a72393456556e4a464a4b6a4c4f697a46452b704a4a67666531
Forskarbacken  7 / 1005,18,3 910,12,128,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7a6f3363674c5a305833794b47782f3552385473672b444f336148585a376b49
Armégatan 32 A / 1415,36,4 564,8,679,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=55755339456d776d356e796d5177527137364374436e53315568674a57784738
Emmylundsvägen 3 / 1805,18,3 496,9,150,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=446f7a39502b742f714f514b51386c37636d53516d6c68785469576a655a557a
Studentbacken 21 / 1206,17,3 962,13,115,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=38732f61444d5350375836554a2b46696f785334583856503949533764776a50
Studentbacken 21 / 1317,41,6 321,19,1201,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6b362b726b7874354433504c506469715867385365355478644c714e4b6e4368
Körsbärsvägen 4 B / 1317,18,4 095,15,427,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=54667743477451744e47787058554d486f536238502b2f6f514463466c6c4150
Körsbärsvägen 4 C / 1311,18,3 918,13,288,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4e4f7549586469374c524c35314d4437755239744243534149532f7545585631
Körsbärsvägen 9 / 1604,36,6 495,12,895,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4d6a756b58737559484d33514b367a765558416e4e5a574c6630312b50736352
Edinsvägen 22 B / 1109,17,3 246,7,625,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7a4c62337a63574842315533765765514545756a75535149524e306478647953
Röntgenvägen 1 / 2316,62,7 080,13,835,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=77645a6f3172626e614a44726557356f6a493750613873334430454a596d4b69
Maltgatan  4 / 1109,25,5 867,12,454,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4f524e4139364e524d7234335363516d64536b6959327557726f564e6c585543
Maltgatan 12 / 1206,29,6 261,11,882,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=65715263374a534e4b617477647142365144656d45412b56702f6d316e374756
Maltgatan  8 / 1308,42,9 186,13,495,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=30317664514e474e4469422b6b3178422b3163394a6341615a4637366c306e6d
Armégatan 32 B / 1204,20,6 139,9,152,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=365a452f752b7961427a396d7945776352314c6c775045487553646b38786150
Emmylundsvägen 3 / 1313,18,3 496,8,149,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=363171555a76776f4466474a3657774a52324d7a4d4258343673317932384b7a
Emmylundsvägen 1 / 1407,18,3 496,6,144,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=45764538535a66436773526c677553316570306a766474556c512b6134773136
Emmylundsvägen 1 / 1510,18,3 496,8,149,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2f555638666b6e366947492b68754946585058304f37445359734b7154424a79
Emmylundsvägen 3 / 1602,18,3 678,7,163,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4a6c36326f49557447346a45585a4b457858705742643362372f6a3277734250
Emmylundsvägen 3 / 1712,17,3 496,12,149,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=696a50444d5351376f3639452b37555673326f53464f726c5a57396779503573
Emmylundsvägen 5 / 1114,22,4 475,18,1192,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4c4277356d4f58335653746b63344153516a3072433232373564386b4552704d
Kungshamra 31 / 1220,19,3 302,13,128,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=52673947484c566c55367a5a664442524c463338574b396f3531695373545a48
Kungshamra 71 / 1013,19,4 148,8,113,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6b57386a30595a56784f6876334d6f2f7a4859777575526f534d5366425a726c
Kungshamra 71 / 1204,19,4 148,8,113,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5575305235304e334932754f31483470372f504539427538586b725568703872
Kungshamra 71 / 1212,19,4 148,5,119,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6c4d7437794166734c49582f747562716572512b654852533366566c68376f71
Kungshamra 71 / 1301,19,4 148,10,113,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6e454958574f674e356b42763551514a2f322b452b6e4a2b4d317848616f3032
Kungshamra 81 / 1204,23,4 598,15,650,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=534e58516e55586e65766346316e78643955456d4b334e6651776c4c4d435665
Kungshamra 83 / 1106,23,4 536,10,650,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=786736716a67304e2f474b7a50676c766835356663584e4e50585567396e5646
Professorsslingan 10 / 1213,25,5 275,12,637,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=524f59344a775851424152697141515a336b6a4669434a44584b53426b745372
Professorsslingan 51 / 1001,48,10 881,8,433,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=58726a61756c50776d4b4838587258706156795446776d32414f6e7a7a375633
Röntgenvägen 1 / 1511,42,5 473,10,477,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=384b59684a6d2f724f7839517a746674534f446b4d4f4f5830486a6974436474
Emmylundsvägen 5 / 1212,36,6 802,11,1192,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=386633396d47456e69703959766e37622b3658614e684357617267507a76786d
Gustav III:s Boulevard 4 / 1601,26,5 720,10,972,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5a796b455a45467562556e6e5933716e74366933633659397878644132347464
Forskarbacken 17 / 1104,18,3 720,16,422,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=765836384371753477485a693371464e4e47744a4d4c64317350566b324b776b
Forskarbacken 19 / 1106,18,3 714,18,433,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=49574439704e4e4578577a586856794853367442444c75425737736f41476156
Studentbacken 25 / 1615,17,4 154,9,115,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2f4d684b2f7833576e736a6538754f44575a6a55526a4442644c376953513543
Körsbärsvägen 4 A / 1317,20,4 239,13,427,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=39772f4b30704b62744d7a49756c557944736e2b2b7a3863494f79612f6f4563
Professorsslingan 10 / 1309,24,5 550,12,617,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=484244666f734e6d333062726a4f2b4b2f385761667848376443706d4b4a4e6f
Forskarbacken  7 / 1005,18,3 910,12,128,2022-11-02 15:26,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=507944356f30525573775a5673487637533037484651744b676d4d4332782b4e
Armégatan 32 A / 1415,36,4 564,8,679,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=61716436614153772b6478664c704a46422b56345846734b67502f3030395058
Emmylundsvägen 3 / 1805,18,3 496,9,150,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=57456f4c564f62506b42703344474c375472363565573951612b537431577653
Studentbacken 21 / 1206,17,3 962,13,115,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=57324f53336d2b4954646c6167663650646c5469574658744959446e6b6b4341
Studentbacken 21 / 1317,41,6 321,19,1201,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=434a732b4b706f49452f714e475a494e58706530496f6276783878554e726b36
Körsbärsvägen 4 B / 1317,18,4 095,15,427,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6374704d634b536c48326173486b53484b6e41535a506e50634e516372587274
Körsbärsvägen 4 C / 1311,18,3 918,13,288,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=52574e37527466784d4d5734466943436b714f637a4e6578675137616a504634
Körsbärsvägen 9 / 1604,36,6 495,12,895,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=43785153364f70724338623368465833614134414458373778616b394f706e58
Edinsvägen 22 B / 1109,17,3 246,7,625,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=717a737668744d4b72574c6c5043665a6c445542303035786b386952784b7a6b
Röntgenvägen 1 / 2316,62,7 080,13,835,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=36414c4a44736c54344d77496d504f5166616c3043744a646f347456466f5638
Maltgatan  4 / 1109,25,5 867,12,454,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4f72313955627a2b7062515044766b7053302f526636355173736b7875624d59
Maltgatan 12 / 1206,29,6 261,11,882,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7058484949516a766335696e746474356f563345585a724d724b51513148545a
Maltgatan  8 / 1308,42,9 186,13,495,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4f64694157316868674553534d57336c2f6a316a614638743553747951304833
Armégatan 32 B / 1204,20,6 139,9,152,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=35556d56304a65794d54736e5975414359475254745279756244446953543038
Emmylundsvägen 3 / 1313,18,3 496,8,149,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=684f7244552f4a597635757072436d39306e36434a56706366753261644b5030
Emmylundsvägen 1 / 1407,18,3 496,6,144,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6f6d55536a72345063556a516c43644c6553456b6d75683151364b7869757a48
Emmylundsvägen 1 / 1510,18,3 496,8,149,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6e626e645253562b6e4b7156545672707972657350754348725170736463486e
Emmylundsvägen 3 / 1602,18,3 678,7,163,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=54306d47614d733254434d79674956436d46316c5569414a4d764c72396e3257
Emmylundsvägen 3 / 1712,17,3 496,12,149,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6857707644686e4275424d447a5176576c474b624b7951326746634c656f4253
Emmylundsvägen 5 / 1114,22,4 475,18,1192,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=3067766c74765845527054564234654e6a53364d686c765042616e4d4145762f
Kungshamra 31 / 1220,19,3 302,13,128,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=306b6844494f34336f576454417151435362744569767047524d7a3476664a47
Kungshamra 71 / 1013,19,4 148,8,113,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=695336543877686a566a2b4d3169642b7962575a78593644636f426545376750
Kungshamra 71 / 1204,19,4 148,8,113,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=43786a50765a63575861576570456e6b5248444e49734f5972344a667a364249
Kungshamra 71 / 1212,19,4 148,5,119,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=73735369446e515575356c6b7639556372626164352b632f68786b376a70502b
Kungshamra 71 / 1301,19,4 148,10,113,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=564576454d6b536c61337838714b4f4a2f59744861425166454d3059624d6756
Kungshamra 81 / 1204,23,4 598,15,650,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5364376c536c664e583635414c32377953595162486557412f7833594c4e4471
Kungshamra 83 / 1106,23,4 536,10,650,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6f3167746e71422f615a5142642f6e6e726c765151566c4c374373593742346d
Professorsslingan 10 / 1213,25,5 275,12,637,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4d554a4e3258706774372f624f6e734e4f443676586a57365063364e64573673
Professorsslingan 51 / 1001,48,10 881,8,433,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=37686767393277632b5a576f6f755977574647557838624243345357774b2f2b
Röntgenvägen 1 / 1511,42,5 473,10,477,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6d6d78336b4467522f644d646a33654a5871465973687571697247476d59586a
Emmylundsvägen 5 / 1212,36,6 802,11,1192,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=75634a4364586c56754c796d7254336e512b3833546c46783456373075433852
Gustav III:s Boulevard 4 / 1601,26,5 720,10,972,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=464a615152374533534a4252372b356271774a7965544958632b704d582f4b63
Forskarbacken 17 / 1104,18,3 720,16,422,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5664693447595746612b33343766647532576e414f6146656c31463865484b37
Forskarbacken 19 / 1106,18,3 714,18,433,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=56723753714e37717a3753382b6944644c67666a6973534b47755a5176675138
Studentbacken 25 / 1615,17,4 154,9,115,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=33766e6c714e666a565a6d596d34566830576568646433414f6a672b776c6439
Körsbärsvägen 4 A / 1317,20,4 239,13,427,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=505268356b507067687961676a446e37754d6774557741384d4b4c4379382f65
Professorsslingan 10 / 1309,24,5 550,12,617,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=38573149726e3331497158354d78324849725a734e48692f676e4c5966483645
Forskarbacken  7 / 1005,18,3 910,12,128,2022-11-02 15:27,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=44734e576c6a6761423165777937796c49436a73784e7533554c38654f663754
Armégatan 32 A / 1415,36,4 564,8,679,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=52507a78574e496f417639626c634b717049325a5a714e326f4d6b564b766e44
Emmylundsvägen 3 / 1805,18,3 496,9,150,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2f46506334362f6473446955366f4f753856512b614c6670302b6c314d583730
Studentbacken 21 / 1206,17,3 962,13,115,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=52796d51632b6c4758333838736e5a445031315238595644366a466d61314c61
Studentbacken 21 / 1317,41,6 321,19,1201,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6f63694d70697546356a723450395a495471646b6133443053622b694e6e6962
Körsbärsvägen 4 B / 1317,18,4 095,15,427,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=555247534331627345306132716574384863716758484e6a4a5237344158314a
Körsbärsvägen 4 C / 1311,18,3 918,13,288,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=783243676e484d4c4849772f4c6c4c41436e6b4f644f6a4b4a7357624b487770
Körsbärsvägen 9 / 1604,36,6 495,12,895,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4a50784333565151796b4f73675873594a4567314e6c6d4e4770797735376376
Edinsvägen 22 B / 1109,17,3 246,7,625,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=445434794a4a53716873516f396138445435576357527a724e51375163314f47
Röntgenvägen 1 / 2316,62,7 080,13,835,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=32354641664d41423261693172534a326552754732436f784f79766a4d6d6867
Maltgatan  4 / 1109,25,5 867,12,454,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6b39616877756663493237453577726c4b686739624c614e67316d6559456a36
Maltgatan 12 / 1206,29,6 261,11,882,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2b7432763368336759356b454e797a6a33556e374b4e49346f59573979707138
Maltgatan  8 / 1308,42,9 186,13,495,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2f3863644f2b726241735a6e79637141385a79695737537767424f7057524b75
Armégatan 32 B / 1204,20,6 139,9,152,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=49704b5a585248507a71684d4f544b714d4a33735132506f6563443659596d7a
Emmylundsvägen 3 / 1313,18,3 496,8,149,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6a71716a514e592b7a616462485657554f6e76387975796e31574c456c373542
Emmylundsvägen 1 / 1407,18,3 496,6,144,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=51426f742b2b4348597155674e4e792b4977555348766e79394a4d3970526d67
Emmylundsvägen 1 / 1510,18,3 496,8,149,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=396f494e776534714c3355697957443145654846474862494f2f744b43313430
Emmylundsvägen 3 / 1602,18,3 678,7,163,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=455542644f634355686959695742446a367062556c6636366f6470434a787272
Emmylundsvägen 3 / 1712,17,3 496,12,149,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=71597156704a6f7250326c626b4a7277316e7265645972645542744148325662
Emmylundsvägen 5 / 1114,22,4 475,18,1192,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=344f324e6c647375656753717336544c3650667752616f45464b384352546e74
Kungshamra 31 / 1220,19,3 302,13,128,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2b676d51706167776145556b3978684a3533392f2b756237324879544f394774
Kungshamra 71 / 1013,19,4 148,8,113,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5a4664713137613877426d53796837365534575172736e73615632692b6d7775
Kungshamra 71 / 1204,19,4 148,8,113,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6c636934662b3848482b47415953765a567a314c4f6170654d6467416a302f69
Kungshamra 71 / 1212,19,4 148,5,119,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=495a327568746f6778303237716b51684c4844616b6d6f4d457062736654354e
Kungshamra 71 / 1301,19,4 148,10,113,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=33513442583165455573783671665732393171735834786d36436a62466e4450
Kungshamra 81 / 1204,23,4 598,15,650,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=48784c7a78584c7965544d66434566352b57444161737066414768586f4d466f
Kungshamra 83 / 1106,23,4 536,10,650,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=504353596b514e55554a4c7042794d7067572b796d6a49565331566571626d39
Professorsslingan 10 / 1213,25,5 275,12,637,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=515a66503874654439427663475a4d3669536d55594a4c6139742f5735424d30
Professorsslingan 51 / 1001,48,10 881,8,433,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=537778725173754430487a556b6a6734576675445965467a4b757a5976414637
Röntgenvägen 1 / 1511,42,5 473,10,477,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=30797546774a647a2f714a574e4c3235687a31456b5a6b503978535452484a6d
Emmylundsvägen 5 / 1212,36,6 802,11,1192,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=726357647834495a6d4e704f58524368382f31446c7062386f4e764564576473
Gustav III:s Boulevard 4 / 1601,26,5 720,10,972,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4e56472b5972784d4c695a51377657696b734e64337442504869624630784d36
Forskarbacken 17 / 1104,18,3 720,16,422,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=745a467659634c455638687333437a2f434d5833726d3455537a476a4b505553
Forskarbacken 19 / 1106,18,3 714,18,433,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4e36717850516666475a417a412b4458772f4d566d2f346f6a7442686b336636
Studentbacken 25 / 1615,17,4 154,9,115,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=785444656f505364647a6e5143555151632b504c4e6535385458796731776366
Körsbärsvägen 4 A / 1317,20,4 239,13,427,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2f336f4a6e52355430425473305548573075765956446d514b7546506b657556
Professorsslingan 10 / 1309,24,5 550,12,617,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7178385936654b2f476a2f6a7544436d61484249762f4c3177416f354b346643
Forskarbacken  7 / 1005,18,3 910,12,128,2022-11-02 15:29,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6d536f4f716a7376627778424359634d31573455395465436664697362716159
Armégatan 32 A / 1415,36,4 564,8,679,2022-11-02 15:30,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4a422f74467147734e4a4b425432584974584f716236554d576f597575685630
Emmylundsvägen 3 / 1805,18,3 496,9,150,2022-11-02 15:30,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5142547768716e6a7a7654637333384277446431484375583831466d6c473943
Studentbacken 21 / 1206,17,3 962,13,115,2022-11-02 15:30,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=534262776251706354512b6c3243625275425a4e566263353365746857397968
Studentbacken 21 / 1317,41,6 321,19,1201,2022-11-02 15:30,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=79504b305635582f496c52676c726a527841584f5231334c307043304f644b79
Körsbärsvägen 4 B / 1317,18,4 095,15,427,2022-11-02 15:30,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=3064675347384b707a737547303944736a584856306e55434a6f306955713565
Körsbärsvägen 4 C / 1311,18,3 918,13,288,2022-11-02 15:30,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7337347367446c637a413542712f6d644878684d46754847394c307167427134
