address,size,rent,personer,dagar,time,url
Maltgatan  4 / 1109,25,5 867,12,454,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=36644269644c4648422b514d32562b756b6f6f4a527036654433683144717155
Maltgatan 12 / 1206,29,6 261,11,882,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=476d694e7739596965794569616a6c4535594135566f7247624d424863636570
Maltgatan  8 / 1308,42,9 186,13,495,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5848344e373779475a76726d315a364f47715a6166434b795063385777767a68
Armégatan 32 B / 1204,20,6 139,9,152,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=78715a7a527558494d525a334f354d6f31466d616b3862703872586350506f68
Emmylundsvägen 3 / 1313,18,3 496,8,149,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4a787664745a3739554d776e54546a463171565a536f43526167467566447839
Emmylundsvägen 1 / 1407,18,3 496,6,144,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6e2b55776763314f356d2b626938344e544c50457442534e6d3541686156674b
Emmylundsvägen 1 / 1510,18,3 496,8,149,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4277686d7651783578577541506c45556759524c6f79324e486f5a594f64446a
Emmylundsvägen 3 / 1602,18,3 678,7,163,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=446a6d6f2f6f444a71657169304f76662b343938622b2f456b455a376b366a69
Emmylundsvägen 3 / 1712,17,3 496,12,149,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=3662704365694532302f304845366f6c6d4134764e682f365173566269654136
Emmylundsvägen 5 / 1114,22,4 475,18,1192,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=757363785361542f655a6a4963654942584667483450472f414935614354524d
Kungshamra 31 / 1220,19,3 302,13,128,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=74646e424577734e6731483076416b684163586e69594f42452f30336c4b6b55
Kungshamra 71 / 1013,19,4 148,8,113,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7272624744592f46794650327468545872655a4e304f4342705448346d714a67
Kungshamra 71 / 1204,19,4 148,8,113,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=386f4c71413153477255743949792b4f7075575274634a4b5279546276625256
Kungshamra 71 / 1212,19,4 148,5,119,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4267784f73434e39577774765a6434377949634342525133684677475545796d
Kungshamra 71 / 1301,19,4 148,10,113,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5443764132452f554f58443270554156362f70633330796c5371734a37367370
Kungshamra 81 / 1204,23,4 598,15,650,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7a2b66546b504b485538647732594955713958713952494e4e463949326d5871
Kungshamra 83 / 1106,23,4 536,10,650,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6d766969382f553053476e5738757550507670554844356f306c52355462476b
Professorsslingan 10 / 1213,25,5 275,12,637,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4c2b6a6359546159334c672f764373336c37544844566f336344474f724a2f39
Professorsslingan 51 / 1001,48,10 881,8,433,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5763374241463174564e346970566f784733485436345473414f576a32564631
Röntgenvägen 1 / 1511,42,5 473,10,477,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=305948563054344a7650556f72733557307831306e373068686b626669433867
Emmylundsvägen 5 / 1212,36,6 802,11,1192,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6f567a373241456534793444506e6375487672436371464e636c5231776d5444
Gustav III:s Boulevard 4 / 1601,26,5 720,10,972,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=646e597669514d366641555246336e4d6f35425662303263504f495551433964
Forskarbacken 17 / 1104,18,3 720,16,422,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7271326a743836706835686b6179353243756b762b39723453454f2b4a775249
Forskarbacken 19 / 1106,18,3 714,18,433,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6a543848434d567646747a544d6c4372514f39304c6d496e6f55377145545272
Studentbacken 25 / 1615,17,4 154,9,115,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=744b544e4d4662476d65777368634d49675a446c4b7835783548422b4b774c49
Körsbärsvägen 4 A / 1317,20,4 239,13,427,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=61534847303049685a2b374376706f70556f644e4f7757494631524352432f35
Professorsslingan 10 / 1309,24,5 550,12,617,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6866626e774c6d4a58577258627143612b45685652784a747777486d724a5059
Forskarbacken  7 / 1005,18,3 910,12,128,2022-11-02 15:22,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7032696a79504d47356f434d32754a423462554b50675a4a634434634a685778
Armégatan 32 A / 1415,36,4 564,8,679,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=61352f694f66463347756d515a3378506a4464774a2b76625a466143447a4846
Emmylundsvägen 3 / 1805,18,3 496,9,150,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=467a726667354b6c664479725472683041733030437570546f31456f62375a72
Studentbacken 21 / 1206,17,3 962,13,115,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=57414244536c58763047546c336835724b63734e415353617a42574955767a35
Studentbacken 21 / 1317,41,6 321,19,1201,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=377a494c6d61364e437155777a354b7a4957786b4a714a345559466c68694b34
Körsbärsvägen 4 B / 1317,18,4 095,15,427,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6332395367646e2f55366e2b72446973464d72765170432b55417235644f7976
Körsbärsvägen 4 C / 1311,18,3 918,13,288,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=45593679694355647a515644686a73467a314b316d39456d7176764c59555a43
Körsbärsvägen 9 / 1604,36,6 495,12,895,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=766967524f67634f2f747041333176376a542b353779736a747471696730672b
Edinsvägen 22 B / 1109,17,3 246,7,625,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=616f3870546873726e423070776b575a647330455565354179644339744c4575
Röntgenvägen 1 / 2316,62,7 080,13,835,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=707875746366324f5655697a4f5535644f3645485157474c6c3573596e31315a
Maltgatan  4 / 1109,25,5 867,12,454,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=673439365830356a2f43586c5a62414c56634d755a71685255462b41354a4e77
Maltgatan 12 / 1206,29,6 261,11,882,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=774b7a4a3466573757664b327550697a59586b414c434e3575312f6a2b54584c
Maltgatan  8 / 1308,42,9 186,13,495,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4545694a5a45304637705065385554325a736e5a454f6c6947734e4e57437633
Armégatan 32 B / 1204,20,6 139,9,152,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4e5775496c4b5135456d42554a363649736a68786b2b7244454b514568577075
Emmylundsvägen 3 / 1313,18,3 496,8,149,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5271744469732b4f4a476552514f61476351314444635737786a5167646c3357
Emmylundsvägen 1 / 1407,18,3 496,6,144,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=676e647a4f5767714443474f646449654449586f78774c46323359414a346156
Emmylundsvägen 1 / 1510,18,3 496,8,149,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=424e4d7553592b4162522b4b44514d38756176427256326a4a316933736e2f77
Emmylundsvägen 3 / 1602,18,3 678,7,163,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4841454a4a4d74764d514558436d6b537865546d49426b63324e376976353152
Emmylundsvägen 3 / 1712,17,3 496,12,149,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=42346573644d6578633765516c526f2b696c4276732b7662396e463767346639
Emmylundsvägen 5 / 1114,22,4 475,18,1192,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=73355a706d7371396c516157524a79464c7a4a733563347959515a554a715139
Kungshamra 31 / 1220,19,3 302,13,128,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7a546b724250673850464f6f714c78637375344243746c693646775876354f56
Kungshamra 71 / 1013,19,4 148,8,113,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=745071705662564b742f59797662536a3750704c5845766a394a7044656b6656
Kungshamra 71 / 1204,19,4 148,8,113,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=30664a514938614a69722f6a574a622f4b2b79785833365948457931574d6848
Kungshamra 71 / 1212,19,4 148,5,119,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5a4a7659564e4f516877704750624452454244366474422b4e42554442423347
Kungshamra 71 / 1301,19,4 148,10,113,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=734b596c674a713178374942395a6c76464c3247574a50724a2b54744749632f
Kungshamra 81 / 1204,23,4 598,15,650,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4c5a616e35724766675a6f6c50635a4852786a7a6e786f4437645543556e6d46
Kungshamra 83 / 1106,23,4 536,10,650,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=64792f3531312b5269385437494e567858444850664661533368325764366d64
Professorsslingan 10 / 1213,25,5 275,12,637,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6d43483266696a4e4d39496e7878694b78633334777a64714a4870637839334d
Professorsslingan 51 / 1001,48,10 881,8,433,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=55566d562b53566e614163743878385479692b6347734154305a5274332b4f63
Röntgenvägen 1 / 1511,42,5 473,10,477,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=416d6d78376c71742b42522f34317974346b51703938694d5157427941413941
Emmylundsvägen 5 / 1212,36,6 802,11,1192,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=34512f2f73557949484458426869364f4a4e4e48486e4a33444e5a4b46776b47
Gustav III:s Boulevard 4 / 1601,26,5 720,10,972,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4572706c53744f716b30585a2b3977646b48644f4258422f3164332b65327477
Forskarbacken 17 / 1104,18,3 720,16,422,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=71594868576d774b6d4d69495a364d6a6271645958415a547768752f6e475848
Forskarbacken 19 / 1106,18,3 714,18,433,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6c744555656a69496149777666304c527735556348496f5336685159746b3369
Studentbacken 25 / 1615,17,4 154,9,115,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2b4332556c524a79637379645651794e6147495569364972414f7a77302b4b6b
Körsbärsvägen 4 A / 1317,20,4 239,13,427,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6c2f666d3372534a64454d41725064564f33614e78514e2f51514c3047434e64
Professorsslingan 10 / 1309,24,5 550,12,617,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6e6a564d724f59486867434445766f707650323142427a554530642b47675150
Forskarbacken  7 / 1005,18,3 910,12,128,2022-11-02 15:23,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=454e444b36324372334d584d4d326354502b613063424b6a4d6f70572f464a51
Armégatan 32 A / 1415,36,4 564,8,679,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4c45454d75614f31346c5475372b337a4c567a62463475423437337a6d347736
Emmylundsvägen 3 / 1805,18,3 496,9,150,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=3076697a335435394b6e3037522b3447386d2f386e7454397962623543575147
Studentbacken 21 / 1206,17,3 962,13,115,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=422f4b475539524c34334d6c69494e773148733636796f712b4c2f2f484a4867
Studentbacken 21 / 1317,41,6 321,19,1201,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7256622b537753615965322f485148355455766435374e32764e7047585a6278
Körsbärsvägen 4 B / 1317,18,4 095,15,427,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4d5a6978736651656663796870454576496d684b514433375035683376314259
Körsbärsvägen 4 C / 1311,18,3 918,13,288,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=717146692b4b55484d5a31347978386e794747666c557364583936454845734e
Körsbärsvägen 9 / 1604,36,6 495,12,895,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=324b304d7156735552586c6b75354c70505a7445597159566242666c58455465
Edinsvägen 22 B / 1109,17,3 246,7,625,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6830786b42744e5761357a706147616d2f65536d764e6463634361392f574771
Röntgenvägen 1 / 2316,62,7 080,13,835,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=73763557392f75776566657052746e3045784e4d6463536c62636e534f5a344c
Maltgatan  4 / 1109,25,5 867,12,454,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=707279696652394954534d6d43722f414a2f433949672b72796b346c70525847
Maltgatan 12 / 1206,29,6 261,11,882,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7a4a38737768496c55586e7a6573372b4946724a3158724344365655302b6c49
Maltgatan  8 / 1308,42,9 186,13,495,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=785047654b54343275767746615a344865504865766b6e51554d63486f473655
Armégatan 32 B / 1204,20,6 139,9,152,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=44387937714c584c43435a2f704574696658316b515875673146547035584f48
Emmylundsvägen 3 / 1313,18,3 496,8,149,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=367242545a5275776655737344376d7a644a646c333041477233554843385661
Emmylundsvägen 1 / 1407,18,3 496,6,144,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=50555a51354249464a306c77562b436a327a4c48416451424744752f73437667
Emmylundsvägen 1 / 1510,18,3 496,8,149,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5a6a34654e6d6578413676697375694a676b7a4d446a366366525548686d506e
Emmylundsvägen 3 / 1602,18,3 678,7,163,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=43546d41434c44636b506359626d464c41366e64596c4730626b444f4b574630
Emmylundsvägen 3 / 1712,17,3 496,12,149,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4b696a486a636136577032587434543734575278444e5538656d476b71435362
Emmylundsvägen 5 / 1114,22,4 475,18,1192,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4f45516c66355155417a2b69486b696772376e332f5375557a347532734e4c52
Kungshamra 31 / 1220,19,3 302,13,128,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6833723656676c446a34776b716d723267532b725651594251486554414d6f4a
Kungshamra 71 / 1013,19,4 148,8,113,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=423968594731744f6c48665430652b6d4f4865584d3679426b477779546e6b6a
Kungshamra 71 / 1204,19,4 148,8,113,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6b64476c783050683061767956356e4b2f536758683179417562644c73694964
Kungshamra 71 / 1212,19,4 148,5,119,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=394f6c566a336579657a62564c376c627a6f7357785247696671723955564261
Kungshamra 71 / 1301,19,4 148,10,113,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=645a465a35586e4b7a3030504a564a474c63543757795961307a664b46595378
Kungshamra 81 / 1204,23,4 598,15,650,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=794f57646e454c6950302b574574397955724138673275666e754f3148376553
Kungshamra 83 / 1106,23,4 536,10,650,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=49336c767570397052566f6c7a516e5a413574307037437a66474e6870324265
Professorsslingan 10 / 1213,25,5 275,12,637,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=675a6261746c48306443546c375a6f4b6d2b7a4e352f7a4d4b6c46634a4b5138
Professorsslingan 51 / 1001,48,10 881,8,433,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=584451614b7371544e38747077644b6c4e656e4d5146397970326b6b3955676f
Röntgenvägen 1 / 1511,42,5 473,10,477,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2b3950587537347435375741726f53426558766e65496a7a2b6668583475492f
Emmylundsvägen 5 / 1212,36,6 802,11,1192,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=586c334c2b7256472f6d392b31574858426d667474714d39306b43534862784f
Gustav III:s Boulevard 4 / 1601,26,5 720,10,972,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=734f656265376e517239482f70647a6e6e4d43696e6a663870505a586b624664
Forskarbacken 17 / 1104,18,3 720,16,422,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=484d4d3358613577736e364663443857544859496d766c6d4668544e41617756
Forskarbacken 19 / 1106,18,3 714,18,433,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6b6a4e49784d56314c42744f4b577874376a6777572b662b43666f4c2f556f6b
Studentbacken 25 / 1615,17,4 154,9,115,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=2b35653036774e56642f38317042557457392b692b30627a6d6f393644333838
Körsbärsvägen 4 A / 1317,20,4 239,13,427,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=364c596f7a3752386756775663376c68575a44706a4e6a53777277347251672b
Professorsslingan 10 / 1309,24,5 550,12,617,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6e77637276792f456c6d30787256552f45506278536b786e7847585352586f31
Forskarbacken  7 / 1005,18,3 910,12,128,2022-11-02 15:24,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4556326962446e716f5a667972306d74417145594b774c693331396274587359
Armégatan 32 A / 1415,36,4 564,8,679,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=374c774c4b3431532f4b4f432f784c4f58457542547461486765743678426854
Emmylundsvägen 3 / 1805,18,3 496,9,150,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6961327856727a6e414b44364e4230647875573969675478596e367573624534
Studentbacken 21 / 1206,17,3 962,13,115,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=496e6a585341796558455a6c66554f5135513172524731526b7a744578416959
Studentbacken 21 / 1317,41,6 321,19,1201,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=706c3731573570444c614c52552b54412f43682b767434634b6467454a4c594a
Körsbärsvägen 4 B / 1317,18,4 095,15,427,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6868457731306e4a797537567431674450524652797a495566715a4731576f41
Körsbärsvägen 4 C / 1311,18,3 918,13,288,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=52716468467a597673346f3262732f757335357a673050333735457830385144
Körsbärsvägen 9 / 1604,36,6 495,12,895,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=385975756f6831523259552f6c6e7a726f6c6c67584469377272684657466c68
Edinsvägen 22 B / 1109,17,3 246,7,625,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=546f4c653252503534387461394b7478507679695a524c306477706c626b7934
Röntgenvägen 1 / 2316,62,7 080,13,835,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=686a6c48625a4162763253354246794b68636f3761647439443952314b553041
Maltgatan  4 / 1109,25,5 867,12,454,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4a69625a6a6863703561636c4d7677654e3746694d434a62472f4438504c3467
Maltgatan 12 / 1206,29,6 261,11,882,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=594e4e45737a3769474b326d666e36527971576d67656d644361674978563867
Maltgatan  8 / 1308,42,9 186,13,495,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=543067396b4c4b6e756b355238335a6a5835572b556f6e2b43332f6370446678
Armégatan 32 B / 1204,20,6 139,9,152,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=706b7835636b4d2b6e2f51784a4f49595a397573426e77472f5335316378545a
Emmylundsvägen 3 / 1313,18,3 496,8,149,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=464557705776525175576f7175526c766f68537451493450466e6e7a62764373
Emmylundsvägen 1 / 1407,18,3 496,6,144,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=483565694f777457465879726f7832744f7249777933466f7258794146494b70
Emmylundsvägen 1 / 1510,18,3 496,8,149,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=584755496f4b334f4e644a51597930446b76423669332f6d4b77543133664973
Emmylundsvägen 3 / 1602,18,3 678,7,163,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=785077396b6358625758324d4d57766762706f4a346c6d44732b384e30742b2b
Emmylundsvägen 3 / 1712,17,3 496,12,149,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6b61675056592b312f4b497375683970546d754e54447155535255614b436569
Emmylundsvägen 5 / 1114,22,4 475,18,1192,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=774f6847364e2b4f47345749586d345a71706a6d63366450744d727a4d4d4e2f
Kungshamra 31 / 1220,19,3 302,13,128,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=5577624a59514a75703353536b6f48322b737870496b355756785a6930582f4f
Kungshamra 71 / 1013,19,4 148,8,113,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4e434e2b676542794c37447535705044474b6a6c6b2b75416d654c4f5735766e
Kungshamra 71 / 1204,19,4 148,8,113,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=4b3079596e797a494762667a77744130304c502f7a7a5273464b6d4f5244612b
Kungshamra 71 / 1212,19,4 148,5,119,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=7254582f56537a686a454939534665776c4b374f7471734e6172787952775537
Kungshamra 71 / 1301,19,4 148,10,113,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=45347454794362772f5a4e384c6b423733716d636a714f744c74387943736d4e
Kungshamra 81 / 1204,23,4 598,15,650,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=6c74772b5552373031356873685533545055616648305248427a636274346855
Kungshamra 83 / 1106,23,4 536,10,650,2022-11-02 15:25,https://sssb.se/soka-bostad/sok-ledigt/lediga-bostader/lagenhet/?refid=3443447936647874316e4135744955446233784c69796568503043493937664a
